id,day,scenario_label,area,area_label,group_size,arrival_time,hour,stay_duration_minutes,seating_preference,seating_preference_label,result_level,result_label,score,candidate_count,top_store_name,top_store_category,top_store_total_seats,top_store_free_seats,top_store_occupied_seats,top_store_occupancy_ratio,top_store_max_contiguous,top_store_max_open_contiguous,top_store_max_split,top_store_available_tables,plan_kind,plan_table_count,occupancy_blocked,blocked_store_count,blocked_store_names,top_reason
req-00471,14,친구 모임,front_gate,정문,3,21:42,21시대,92,split_ok,일부 분리 가능,inquiry_recommended,문의 권장,44.81,1,강의끝포차,포차,34,4,30,0.8824,8,4,34,1,together_single,1,true,1,긴테이블집,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00463,14,동아리 소모임,station,역 앞,5,21:48,21시대,141,any,같은 매장이면 괜찮음,split_only,분리 착석 가능,48.4,2,작은잔,바,18,6,12,0.6667,4,2,18,3,split,3,false,0,,붙어 앉기는 어렵지만 현재 빈 테이블 3개로 분리 착석은 가능합니다.
req-00449,14,조모임 뒤풀이,food_street,먹자골목,8,21:49,21시대,118,together,붙어 앉기 선호,inquiry_recommended,문의 권장,39,2,반칸라운지,라운지,40,14,26,0.65,20,8,40,4,together_combined,3,true,1,큰마당호프,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00457,14,동아리 소모임,front_gate,정문,7,21:58,21시대,154,any,같은 매장이면 괜찮음,difficult,현재 조건에서는 어려움,0,0,긴테이블집,한식주점,30,0,30,1,10,0,30,0,none,0,true,2,긴테이블집 | 강의끝포차,현재 점유 중인 테이블 때문에 요청 인원에 맞는 빈 테이블 조합이 부족합니다.
req-00466,14,과 행사 뒤풀이,back_gate,후문,10,21:58,21시대,148,together,붙어 앉기 선호,difficult,현재 조건에서는 어려움,0,0,후문마당,고깃집,36,4,32,0.8889,12,4,36,1,none,0,true,2,후문마당 | 둥근테이블,현재 점유 중인 테이블 때문에 요청 인원에 맞는 빈 테이블 조합이 부족합니다.
req-00468,14,동아리 소모임,campus_nearby,캠퍼스 주변,5,22:09,22시대,106,any,같은 매장이면 괜찮음,inquiry_recommended,문의 권장,44.9,1,넓은홀식당,식당형 술집,48,6,42,0.875,18,6,48,1,together_single,1,false,0,,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00462,14,소규모 술자리,station,역 앞,3,22:19,22시대,99,together,붙어 앉기 선호,together_likely,같이 앉기 가능성 높음,77.8,2,조용한룸,이자카야,30,8,22,0.7333,10,8,30,2,together_single,1,true,1,작은잔,현재 빈 테이블 기준으로 4인 테이블 1개 배정이 가능합니다.
req-00441,14,조모임 뒤풀이,front_gate,정문,5,22:26,22시대,110,together,붙어 앉기 선호,inquiry_recommended,문의 권장,30.6,1,긴테이블집,한식주점,30,0,30,1,10,0,30,0,together_single,1,true,2,긴테이블집 | 강의끝포차,입장 가능 여부는 매장에 대기/정리 시간을 문의해야 합니다.
req-00452,14,조모임 뒤풀이,food_street,먹자골목,8,22:38,22시대,126,split_ok,일부 분리 가능,split_only,분리 착석 가능,45.52,1,큰마당호프,호프,54,10,44,0.8148,18,6,54,2,split,2,true,2,큰마당호프 | 반칸라운지,현재 좌석 점유율이 높습니다.
req-00458,14,소규모 술자리,station,역 앞,4,22:38,22시대,114,together,붙어 앉기 선호,together_likely,같이 앉기 가능성 높음,84.6,2,조용한룸,이자카야,30,14,16,0.5333,10,10,30,2,together_single,1,false,0,,현재 빈 테이블 기준으로 4인 테이블 1개 배정이 가능합니다.
req-00447,14,동아리 소모임,food_street,먹자골목,8,22:45,22시대,108,together,붙어 앉기 선호,difficult,현재 조건에서는 어려움,0,0,반칸라운지,라운지,40,4,36,0.9,20,4,40,2,none,0,true,2,반칸라운지 | 큰마당호프,현재 점유 중인 테이블 때문에 요청 인원에 맞는 빈 테이블 조합이 부족합니다.
req-00453,14,친구 모임,front_gate,정문,7,22:45,22시대,112,any,같은 매장이면 괜찮음,inquiry_recommended,문의 권장,31.5,1,강의끝포차,포차,34,0,34,1,8,0,34,0,split,2,true,2,강의끝포차 | 긴테이블집,입장 가능 여부는 매장에 대기/정리 시간을 문의해야 합니다.
req-00461,14,소규모 술자리,station,역 앞,3,23:34,23시대,134,any,같은 매장이면 괜찮음,inquiry_recommended,문의 권장,40.2,1,조용한룸,이자카야,30,0,30,1,10,0,30,0,together_single,1,true,2,조용한룸 | 작은잔,입장 가능 여부는 매장에 대기/정리 시간을 문의해야 합니다.
req-00460,14,소규모 술자리,station,역 앞,2,23:45,23시대,107,together,붙어 앉기 선호,inquiry_recommended,문의 권장,32.6,1,조용한룸,이자카야,30,0,30,1,10,0,30,0,together_single,1,true,2,조용한룸 | 작은잔,입장 가능 여부는 매장에 대기/정리 시간을 문의해야 합니다.
req-00464,14,동아리 전체 모임,back_gate,후문,9,23:59,23시대,121,split_ok,일부 분리 가능,split_only,분리 착석 가능,54.2,1,둥근테이블,술집,30,24,6,0.2,4,4,30,7,split,3,true,2,후문마당 | 골목분식포차,붙어 앉기는 어렵지만 현재 빈 테이블 3개로 분리 착석은 가능합니다.
req-00442,14,조모임 뒤풀이,station,역 앞,5,01:04(+1),25시대(1시대),142,split_ok,일부 분리 가능,together_likely,같이 앉기 가능성 높음,83.7,2,조용한룸,이자카야,30,16,14,0.4667,10,8,30,4,together_combined,2,false,0,,현재 빈 테이블 기준으로 2개 테이블 결합 배정이 가능합니다.
req-00467,14,소규모 술자리,station,역 앞,3,01:18(+1),25시대(1시대),96,together,붙어 앉기 선호,together_likely,같이 앉기 가능성 높음,90.93,2,작은잔,바,18,14,4,0.2222,4,4,18,5,together_single,1,false,0,,현재 빈 테이블 기준으로 4인 테이블 1개 배정이 가능합니다.
req-00446,14,조모임 뒤풀이,back_gate,후문,5,01:58(+1),25시대(1시대),100,split_ok,일부 분리 가능,together_likely,같이 앉기 가능성 높음,87.6,3,후문마당,고깃집,36,18,18,0.5,12,12,36,4,together_single,1,true,1,골목분식포차,현재 빈 테이블 기준으로 6인 긴 테이블 1개 배정이 가능합니다.
req-00495,15,친구 모임,front_gate,정문,5,18:12,18시대,144,together,붙어 앉기 선호,together_likely,같이 앉기 가능성 높음,93.6,2,강의끝포차,포차,34,34,0,0,8,8,34,10,together_single,1,false,0,,현재 빈 테이블 기준으로 6인 긴 테이블 1개 배정이 가능합니다.
req-00500,15,조모임 뒤풀이,food_street,먹자골목,6,18:27,18시대,138,any,같은 매장이면 괜찮음,together_likely,같이 앉기 가능성 높음,94,2,큰마당호프,호프,54,54,0,0,18,18,54,14,together_single,1,false,0,,현재 빈 테이블 기준으로 6인 긴 테이블 1개 배정이 가능합니다.
req-00499,15,친구 모임,food_street,먹자골목,4,18:32,18시대,94,split_ok,일부 분리 가능,together_likely,같이 앉기 가능성 높음,92.67,2,큰마당호프,호프,54,48,6,0.1111,18,16,54,13,together_single,1,false,0,,현재 빈 테이블 기준으로 4인 테이블 1개 배정이 가능합니다.
req-00497,15,소규모 술자리,campus_nearby,캠퍼스 주변,2,18:55,18시대,83,together,붙어 앉기 선호,together_likely,같이 앉기 가능성 높음,86,1,넓은홀식당,식당형 술집,48,16,32,0.6667,18,12,48,5,together_single,1,false,0,,현재 빈 테이블 기준으로 2인 테이블 1개 배정이 가능합니다.
req-00473,15,동아리 소모임,food_street,먹자골목,5,18:56,18시대,121,together,붙어 앉기 선호,together_likely,같이 앉기 가능성 높음,89.6,2,큰마당호프,호프,54,36,18,0.3333,18,16,54,10,together_single,1,false,0,,현재 빈 테이블 기준으로 6인 긴 테이블 1개 배정이 가능합니다.
req-00487,15,조모임 뒤풀이,food_street,먹자골목,8,19:18,19시대,128,split_ok,일부 분리 가능,together_likely,같이 앉기 가능성 높음,85.7,2,반칸라운지,라운지,40,24,16,0.4,20,12,40,6,together_combined,2,false,0,,현재 빈 테이블 기준으로 2개 테이블 결합 배정이 가능합니다.
req-00491,15,과 행사 뒤풀이,campus_nearby,캠퍼스 주변,12,19:33,19시대,153,split_ok,일부 분리 가능,difficult,현재 조건에서는 어려움,0,0,넓은홀식당,식당형 술집,48,10,38,0.7917,18,10,48,3,none,0,true,1,넓은홀식당,현재 점유 중인 테이블 때문에 요청 인원에 맞는 빈 테이블 조합이 부족합니다.
req-00484,15,소규모 술자리,station,역 앞,4,19:36,19시대,98,any,같은 매장이면 괜찮음,inquiry_recommended,문의 권장,50,2,조용한룸,이자카야,30,6,24,0.8,10,6,30,2,together_single,1,true,1,작은잔,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00485,15,동아리 소모임,food_street,먹자골목,6,19:41,19시대,112,together,붙어 앉기 선호,inquiry_recommended,문의 권장,38.5,1,반칸라운지,라운지,40,8,32,0.8,20,8,40,3,together_combined,2,true,1,큰마당호프,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00474,15,과 행사 뒤풀이,back_gate,후문,9,20:35,20시대,145,any,같은 매장이면 괜찮음,inquiry_recommended,문의 권장,46,2,후문마당,고깃집,36,18,18,0.5,12,12,36,4,together_combined,3,true,1,골목분식포차,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00505,15,조모임 뒤풀이,back_gate,후문,7,20:36,20시대,95,together,붙어 앉기 선호,together_likely,같이 앉기 가능성 높음,81.1,1,후문마당,고깃집,36,18,18,0.5,12,12,36,4,together_combined,2,false,0,,현재 빈 테이블 기준으로 2개 테이블 결합 배정이 가능합니다.
req-00492,15,친구 모임,front_gate,정문,5,20:52,20시대,125,any,같은 매장이면 괜찮음,inquiry_recommended,문의 권장,46.63,2,강의끝포차,포차,34,10,24,0.7059,8,6,34,4,together_combined,2,false,0,,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00476,15,동아리 소모임,station,역 앞,5,21:00,21시대,108,split_ok,일부 분리 가능,together_likely,같이 앉기 가능성 높음,83.4,2,조용한룸,이자카야,30,16,14,0.4667,10,10,30,3,together_single,1,false,0,,현재 빈 테이블 기준으로 룸 테이블 1개 배정이 가능합니다.
req-00496,15,친구 모임,station,역 앞,2,21:16,21시대,104,together,붙어 앉기 선호,together_likely,같이 앉기 가능성 높음,84.07,2,작은잔,바,18,10,8,0.4444,4,4,18,4,together_single,1,false,0,,현재 빈 테이블 기준으로 2인 테이블 1개 배정이 가능합니다.
req-00477,15,동아리 소모임,food_street,먹자골목,5,21:28,21시대,126,together,붙어 앉기 선호,together_likely,같이 앉기 가능성 높음,85.71,2,큰마당호프,호프,54,32,22,0.4074,18,18,54,8,together_single,1,false,0,,현재 빈 테이블 기준으로 6인 긴 테이블 1개 배정이 가능합니다.
req-00503,15,학생회 행사 후 모임,station,역 앞,13,21:59,21시대,179,split_ok,일부 분리 가능,difficult,현재 조건에서는 어려움,0,0,조용한룸,이자카야,30,2,28,0.9333,10,2,30,1,none,0,true,2,조용한룸 | 작은잔,현재 점유 중인 테이블 때문에 요청 인원에 맞는 빈 테이블 조합이 부족합니다.
req-00493,15,동아리 소모임,station,역 앞,7,22:12,22시대,155,any,같은 매장이면 괜찮음,inquiry_recommended,문의 권장,32.4,1,조용한룸,이자카야,30,2,28,0.9333,10,2,30,1,split,3,true,2,조용한룸 | 작은잔,입장 가능 여부는 매장에 대기/정리 시간을 문의해야 합니다.
req-00483,15,친구 모임,station,역 앞,2,22:33,22시대,110,split_ok,일부 분리 가능,together_likely,같이 앉기 가능성 높음,79,2,조용한룸,이자카야,30,8,22,0.7333,10,6,30,3,together_single,1,false,0,,현재 빈 테이블 기준으로 2인 테이블 1개 배정이 가능합니다.
req-00482,15,조모임 뒤풀이,back_gate,후문,8,22:35,22시대,114,split_ok,일부 분리 가능,inquiry_recommended,문의 권장,42.17,2,후문마당,고깃집,36,8,28,0.7778,12,8,36,2,together_combined,2,true,2,골목분식포차 | 둥근테이블,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00479,15,조모임 뒤풀이,campus_nearby,캠퍼스 주변,6,22:55,22시대,140,together,붙어 앉기 선호,inquiry_recommended,문의 권장,32.3,1,넓은홀식당,식당형 술집,48,2,46,0.9583,18,2,48,1,together_single,1,true,1,넓은홀식당,입장 가능 여부는 매장에 대기/정리 시간을 문의해야 합니다.
req-00494,15,소규모 술자리,station,역 앞,4,22:56,22시대,88,any,같은 매장이면 괜찮음,inquiry_recommended,문의 권장,42.73,1,작은잔,바,18,2,16,0.8889,4,2,18,1,together_single,1,true,2,작은잔 | 조용한룸,입장 가능 여부는 매장에 대기/정리 시간을 문의해야 합니다.
req-00490,15,친구 모임,front_gate,정문,4,23:04,23시대,90,split_ok,일부 분리 가능,inquiry_recommended,문의 권장,44.6,2,긴테이블집,한식주점,30,4,26,0.8667,10,4,30,1,together_single,1,true,1,강의끝포차,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00475,15,소규모 술자리,back_gate,후문,4,23:08,23시대,104,any,같은 매장이면 괜찮음,together_likely,같이 앉기 가능성 높음,81.4,3,후문마당,고깃집,36,12,24,0.6667,12,12,36,3,together_single,1,false,0,,현재 빈 테이블 기준으로 4인 테이블 1개 배정이 가능합니다.
req-00488,15,학생회 행사 후 모임,station,역 앞,12,23:29,23시대,180,any,같은 매장이면 괜찮음,difficult,현재 조건에서는 어려움,0,0,조용한룸,이자카야,30,0,30,1,10,0,30,0,none,0,true,2,조용한룸 | 작은잔,현재 점유 중인 테이블 때문에 요청 인원에 맞는 빈 테이블 조합이 부족합니다.
req-00486,15,소규모 술자리,back_gate,후문,4,23:35,23시대,122,together,붙어 앉기 선호,together_likely,같이 앉기 가능성 높음,86.33,3,후문마당,고깃집,36,22,14,0.3889,12,12,36,5,together_single,1,true,1,둥근테이블,현재 빈 테이블 기준으로 4인 테이블 1개 배정이 가능합니다.
req-00502,15,조모임 뒤풀이,station,역 앞,5,23:37,23시대,140,any,같은 매장이면 괜찮음,inquiry_recommended,문의 권장,34.53,1,작은잔,바,18,2,16,0.8889,4,2,18,1,split,3,true,2,작은잔 | 조용한룸,입장 가능 여부는 매장에 대기/정리 시간을 문의해야 합니다.
req-00481,15,조모임 뒤풀이,food_street,먹자골목,5,23:42,23시대,127,together,붙어 앉기 선호,inquiry_recommended,문의 권장,46.6,2,큰마당호프,호프,54,18,36,0.6667,18,18,54,3,together_single,1,false,0,,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00480,15,동아리 전체 모임,campus_nearby,캠퍼스 주변,13,23:43,23시대,128,split_ok,일부 분리 가능,difficult,현재 조건에서는 어려움,0,0,넓은홀식당,식당형 술집,48,0,48,1,18,0,48,0,none,0,true,1,넓은홀식당,현재 점유 중인 테이블 때문에 요청 인원에 맞는 빈 테이블 조합이 부족합니다.
req-00501,15,동아리 전체 모임,back_gate,후문,10,23:48,23시대,115,split_ok,일부 분리 가능,split_only,분리 착석 가능,48.2,1,둥근테이블,술집,30,16,14,0.4667,4,4,30,5,split,3,true,2,후문마당 | 골목분식포차,붙어 앉기는 어렵지만 현재 빈 테이블 3개로 분리 착석은 가능합니다.
req-00504,15,조모임 뒤풀이,back_gate,후문,5,23:58,23시대,148,together,붙어 앉기 선호,inquiry_recommended,문의 권장,37.4,1,후문마당,고깃집,36,6,30,0.8333,12,6,36,1,together_single,1,true,1,골목분식포차,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00489,15,MT 뒤풀이,back_gate,후문,11,00:06(+1),24시대(0시대),123,any,같은 매장이면 괜찮음,inquiry_recommended,문의 권장,36.3,1,둥근테이블,술집,30,10,20,0.6667,4,4,30,3,split,4,true,3,둥근테이블 | 후문마당 | 골목분식포차,입장 가능 여부는 매장에 대기/정리 시간을 문의해야 합니다.
req-00498,15,소규모 술자리,food_street,먹자골목,2,00:38(+1),24시대(0시대),106,together,붙어 앉기 선호,together_likely,같이 앉기 가능성 높음,81.2,2,반칸라운지,라운지,40,8,32,0.8,20,8,40,3,together_single,1,false,0,,현재 좌석 점유율이 높습니다.
req-00478,15,과 행사 뒤풀이,front_gate,정문,13,01:00(+1),25시대(1시대),169,together,붙어 앉기 선호,difficult,현재 조건에서는 어려움,0,0,긴테이블집,한식주점,30,20,10,0.3333,10,10,30,3,none,0,true,1,강의끝포차,붙어 앉기 선호 요청이지만 이 매장의 최대 붙여 앉기 가능 인원은 10명입니다.
req-00515,16,동아리 소모임,back_gate,후문,6,18:07,18시대,97,any,같은 매장이면 괜찮음,together_likely,같이 앉기 가능성 높음,94,3,후문마당,고깃집,36,36,0,0,12,12,36,8,together_single,1,false,0,,현재 빈 테이블 기준으로 6인 긴 테이블 1개 배정이 가능합니다.
req-00536,16,조모임 뒤풀이,back_gate,후문,5,18:09,18시대,110,together,붙어 앉기 선호,together_likely,같이 앉기 가능성 높음,91.6,1,후문마당,고깃집,36,30,6,0.1667,12,12,36,7,together_single,1,false,0,,현재 빈 테이블 기준으로 6인 긴 테이블 1개 배정이 가능합니다.
req-00535,16,친구 모임,food_street,먹자골목,6,18:10,18시대,130,split_ok,일부 분리 가능,together_likely,같이 앉기 가능성 높음,94,2,반칸라운지,라운지,40,40,0,0,20,20,40,9,together_single,1,false,0,,현재 빈 테이블 기준으로 6인 긴 테이블 1개 배정이 가능합니다.
req-00537,16,과 행사 뒤풀이,food_street,먹자골목,14,18:10,18시대,119,split_ok,일부 분리 가능,together_likely,같이 앉기 가능성 높음,86.5,2,반칸라운지,라운지,40,40,0,0,20,20,40,9,together_combined,2,false,0,,현재 빈 테이블 기준으로 2개 테이블 결합 배정이 가능합니다.
req-00511,16,조모임 뒤풀이,station,역 앞,6,18:21,18시대,149,together,붙어 앉기 선호,difficult,현재 조건에서는 어려움,0,0,조용한룸,이자카야,30,2,28,0.9333,10,2,30,1,none,0,true,1,조용한룸,현재 점유 중인 테이블 때문에 요청 인원에 맞는 빈 테이블 조합이 부족합니다.
req-00513,16,조모임 뒤풀이,food_street,먹자골목,7,18:25,18시대,154,split_ok,일부 분리 가능,together_likely,같이 앉기 가능성 높음,90.1,2,큰마당호프,호프,54,54,0,0,18,18,54,14,together_combined,2,false,0,,현재 빈 테이블 기준으로 2개 테이블 결합 배정이 가능합니다.
req-00517,16,친구 모임,food_street,먹자골목,4,19:00,19시대,107,split_ok,일부 분리 가능,together_likely,같이 앉기 가능성 높음,89.11,1,큰마당호프,호프,54,32,22,0.4074,18,14,54,9,together_single,1,true,1,반칸라운지,현재 빈 테이블 기준으로 4인 테이블 1개 배정이 가능합니다.
req-00512,16,소규모 술자리,food_street,먹자골목,4,20:08,20시대,133,any,같은 매장이면 괜찮음,inquiry_recommended,문의 권장,39,1,반칸라운지,라운지,40,0,40,1,20,0,40,0,together_single,1,true,2,반칸라운지 | 큰마당호프,입장 가능 여부는 매장에 대기/정리 시간을 문의해야 합니다.
req-00523,16,조모임 뒤풀이,station,역 앞,6,20:18,20시대,114,split_ok,일부 분리 가능,split_only,분리 착석 가능,46.5,2,작은잔,바,18,6,12,0.6667,4,4,18,2,split,2,false,0,,붙어 앉기는 어렵지만 현재 빈 테이블 2개로 분리 착석은 가능합니다.
req-00527,16,조모임 뒤풀이,front_gate,정문,7,20:33,20시대,117,split_ok,일부 분리 가능,inquiry_recommended,문의 권장,37.1,1,긴테이블집,한식주점,30,6,24,0.8,10,6,30,1,split,2,true,2,긴테이블집 | 강의끝포차,입장 가능 여부는 매장에 대기/정리 시간을 문의해야 합니다.
req-00518,16,친구 모임,campus_nearby,캠퍼스 주변,4,20:38,20시대,88,together,붙어 앉기 선호,together_likely,같이 앉기 가능성 높음,77.5,1,넓은홀식당,식당형 술집,48,10,38,0.7917,18,6,48,3,together_single,1,false,0,,현재 좌석 점유율이 높습니다.
req-00534,16,과 행사 뒤풀이,back_gate,후문,13,20:53,20시대,141,split_ok,일부 분리 가능,split_only,분리 착석 가능,41.5,1,둥근테이블,술집,30,14,16,0.5333,4,4,30,4,split,4,true,2,후문마당 | 골목분식포차,붙어 앉기는 어렵지만 현재 빈 테이블 4개로 분리 착석은 가능합니다.
req-00516,16,소규모 술자리,food_street,먹자골목,4,21:11,21시대,88,any,같은 매장이면 괜찮음,together_likely,같이 앉기 가능성 높음,85.22,2,큰마당호프,호프,54,28,26,0.4815,18,16,54,6,together_single,1,false,0,,현재 빈 테이블 기준으로 4인 테이블 1개 배정이 가능합니다.
req-00508,16,소규모 술자리,back_gate,후문,2,21:21,21시대,108,any,같은 매장이면 괜찮음,together_likely,같이 앉기 가능성 높음,84.6,3,둥근테이블,술집,30,14,16,0.5333,4,4,30,4,together_single,1,false,0,,현재 빈 테이블 기준으로 2인 테이블 1개 배정이 가능합니다.
req-00529,16,친구 모임,front_gate,정문,3,21:22,21시대,96,together,붙어 앉기 선호,together_likely,같이 앉기 가능성 높음,77.8,2,긴테이블집,한식주점,30,10,20,0.6667,10,10,30,1,together_single,1,false,0,,현재 빈 테이블 기준으로 10인 긴 테이블 1개 배정이 가능합니다.
req-00520,16,소규모 술자리,front_gate,정문,4,21:48,21시대,132,split_ok,일부 분리 가능,together_likely,같이 앉기 가능성 높음,85.35,1,강의끝포차,포차,34,18,16,0.4706,8,8,34,6,together_single,1,true,1,긴테이블집,현재 빈 테이블 기준으로 4인 테이블 1개 배정이 가능합니다.
req-00522,16,친구 모임,station,역 앞,5,21:59,21시대,134,any,같은 매장이면 괜찮음,split_only,분리 착석 가능,49.9,1,작은잔,바,18,6,12,0.6667,4,4,18,2,split,2,true,1,조용한룸,붙어 앉기는 어렵지만 현재 빈 테이블 2개로 분리 착석은 가능합니다.
req-00524,16,동아리 소모임,food_street,먹자골목,8,22:18,22시대,142,split_ok,일부 분리 가능,together_likely,같이 앉기 가능성 높음,87.4,2,반칸라운지,라운지,40,28,12,0.3,20,14,40,6,together_single,1,true,1,큰마당호프,현재 빈 테이블 기준으로 8인 긴 테이블 1개 배정이 가능합니다.
req-00530,16,조모임 뒤풀이,station,역 앞,7,22:25,22시대,133,any,같은 매장이면 괜찮음,inquiry_recommended,문의 권장,41,1,조용한룸,이자카야,30,4,26,0.8667,10,4,30,1,together_single,1,true,2,조용한룸 | 작은잔,입장 가능 여부는 매장에 대기/정리 시간을 문의해야 합니다.
req-00532,16,조모임 뒤풀이,campus_nearby,캠퍼스 주변,5,22:32,22시대,150,split_ok,일부 분리 가능,inquiry_recommended,문의 권장,55.6,1,넓은홀식당,식당형 술집,48,20,28,0.5833,18,12,48,4,together_single,1,false,0,,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00531,16,조모임 뒤풀이,back_gate,후문,5,22:42,22시대,121,together,붙어 앉기 선호,inquiry_recommended,문의 권장,37.4,1,후문마당,고깃집,36,6,30,0.8333,12,6,36,1,together_single,1,true,1,둥근테이블,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00538,16,과 행사 뒤풀이,food_street,먹자골목,10,23:03,23시대,112,split_ok,일부 분리 가능,inquiry_recommended,문의 권장,40.31,2,큰마당호프,호프,54,14,40,0.7407,18,12,54,5,together_combined,3,false,0,,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00525,16,과 행사 뒤풀이,food_street,먹자골목,13,23:10,23시대,138,together,붙어 앉기 선호,inquiry_recommended,문의 권장,24.51,1,큰마당호프,호프,54,14,40,0.7407,18,12,54,5,split,5,true,2,큰마당호프 | 반칸라운지,붙어 앉기 요청 기준으로는 현재 연속 좌석이 부족합니다.
req-00506,16,조모임 뒤풀이,station,역 앞,6,23:11,23시대,118,together,붙어 앉기 선호,inquiry_recommended,문의 권장,43,1,조용한룸,이자카야,30,12,18,0.6,10,10,30,2,together_single,1,true,1,작은잔,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00507,16,동아리 소모임,back_gate,후문,5,23:12,23시대,91,split_ok,일부 분리 가능,split_only,분리 착석 가능,46.54,3,골목분식포차,분식포차,14,6,8,0.5714,4,2,14,3,split,3,true,1,둥근테이블,붙어 앉기는 어렵지만 현재 빈 테이블 3개로 분리 착석은 가능합니다.
req-00519,16,소규모 술자리,food_street,먹자골목,4,23:30,23시대,113,split_ok,일부 분리 가능,together_likely,같이 앉기 가능성 높음,76.6,2,반칸라운지,라운지,40,8,32,0.8,20,8,40,3,together_single,1,false,0,,현재 좌석 점유율이 높습니다.
req-00526,16,MT 뒤풀이,back_gate,후문,11,23:37,23시대,168,together,붙어 앉기 선호,inquiry_recommended,문의 권장,25.33,1,후문마당,고깃집,36,10,26,0.7222,12,6,36,2,split,3,true,2,후문마당 | 골목분식포차,입장 가능 여부는 매장에 대기/정리 시간을 문의해야 합니다.
req-00533,16,친구 모임,back_gate,후문,4,23:39,23시대,113,together,붙어 앉기 선호,together_likely,같이 앉기 가능성 높음,84.6,2,둥근테이블,술집,30,14,16,0.5333,4,4,30,5,together_single,1,true,1,골목분식포차,현재 빈 테이블 기준으로 4인 테이블 1개 배정이 가능합니다.
req-00528,16,학생회 행사 후 모임,campus_nearby,캠퍼스 주변,10,23:49,23시대,149,split_ok,일부 분리 가능,inquiry_recommended,문의 권장,44.9,1,넓은홀식당,식당형 술집,48,18,30,0.625,18,10,48,5,together_combined,3,false,0,,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00514,16,학생회 행사 후 모임,food_street,먹자골목,10,00:19(+1),24시대(0시대),129,split_ok,일부 분리 가능,split_only,분리 착석 가능,48.9,1,반칸라운지,라운지,40,14,26,0.65,20,8,40,4,split,2,true,2,반칸라운지 | 큰마당호프,붙어 앉기는 어렵지만 현재 빈 테이블 2개로 분리 착석은 가능합니다.
req-00521,16,친구 모임,campus_nearby,캠퍼스 주변,7,00:54(+1),24시대(0시대),100,any,같은 매장이면 괜찮음,together_likely,같이 앉기 가능성 높음,84.1,1,넓은홀식당,식당형 술집,48,24,24,0.5,18,12,48,6,together_combined,2,false,0,,현재 빈 테이블 기준으로 2개 테이블 결합 배정이 가능합니다.
req-00509,16,조모임 뒤풀이,front_gate,정문,7,01:16(+1),25시대(1시대),140,together,붙어 앉기 선호,together_likely,같이 앉기 가능성 높음,88.69,2,강의끝포차,포차,34,30,4,0.1176,8,8,34,9,together_combined,2,true,1,긴테이블집,현재 빈 테이블 기준으로 2개 테이블 결합 배정이 가능합니다.
req-00510,16,친구 모임,back_gate,후문,2,01:53(+1),25시대(1시대),95,split_ok,일부 분리 가능,together_likely,같이 앉기 가능성 높음,91.6,3,둥근테이블,술집,30,24,6,0.2,4,4,30,7,together_single,1,false,0,,현재 빈 테이블 기준으로 2인 테이블 1개 배정이 가능합니다.
req-00553,17,친구 모임,food_street,먹자골목,7,18:01,18시대,101,split_ok,일부 분리 가능,together_likely,같이 앉기 가능성 높음,93.6,2,반칸라운지,라운지,40,40,0,0,20,20,40,9,together_single,1,false,0,,현재 빈 테이블 기준으로 8인 긴 테이블 1개 배정이 가능합니다.
req-00549,17,동아리 소모임,front_gate,정문,5,18:13,18시대,133,any,같은 매장이면 괜찮음,together_likely,같이 앉기 가능성 높음,93.6,2,강의끝포차,포차,34,34,0,0,8,8,34,10,together_single,1,false,0,,현재 빈 테이블 기준으로 6인 긴 테이블 1개 배정이 가능합니다.
req-00545,17,MT 뒤풀이,front_gate,정문,11,18:21,18시대,133,split_ok,일부 분리 가능,split_only,분리 착석 가능,57.9,2,긴테이블집,한식주점,30,24,6,0.2,10,10,30,4,split,2,false,0,,붙어 앉기는 어렵지만 현재 빈 테이블 2개로 분리 착석은 가능합니다.
